"","n","mu_pop","method","powerSS11","powerSS12","powerSSR11","powerSSR12","powerNS11","powerNS12","costSS11","costSS12","costSSR11","costSSR12","costNS11","costNS12","costSS11_Q025","costSS12_Q025","costSSR11_Q025","costSSR12_Q025","costNS11_Q025","costNS12_Q025","costSS11_Q975","costSS12_Q975","costSSR11_Q975","costSSR12_Q975","costNS11_Q975","costNS12_Q975","missSS11","missSS12","missSSR11","missSSR12","missNS11","missNS12"
"1",100,2.8,"KK",0.005,0.004,0.382,0.403,0.562,0.576,483.4,648.36,498.92,500.18,658,807,473.7,633.8,348.4,349.1,658,807,495.04,665,526.08,528.32,658,807,0,0,0.163,0.163,0,0
"2",100,2.8,"MF",0.022,0.041,0.553,0.578,0.553,0.57,650.44,857.2,687.88,694.36,956,1127,635.88,835.24,658.76,662.72,956,1127,667.132,879.16,721.264,730.633,956,1127,0,0,0.004,0.004,0,0
"3",100,2.8,"FP",0.004,0.008,0.001,0,0.231,0.202,633.26,876.6,500.52,501.56,992,1231,496,735,496,496,722,826,640.04,889.8,635.633,636.699,992,1231,0.302,0.091,0.963,0.963,0.302,0.302
"4",100,12.9499,"KK",0.025,0.097,0.565,0.592,0.608,0.632,522.2,704.52,580.4,584.6,658,807,504.74,683.72,545.48,548.42,658,807,539.66,725.32,615.32,620.78,658,807,0,0,0,0,0,0
"5",100,12.9499,"MF",0.109,0.29,0.577,0.606,0.603,0.629,702.44,1062.96,791.88,807.36,956,1127,683.72,1037.564,754.44,766.68,956,1127,721.16,1084.92,829.32,983.04,956,1127,0,0,0,0,0,0
"6",100,12.9499,"FP",0.011,0.009,0.093,0.077,0.495,0.528,642.3,899.7,527.64,534.92,992,1231,633.26,883.2,500.52,501.56,992,1231,653.6,919.5,671.68,681.04,992,1231,0.009,0.001,0.595,0.595,0.009,0.009
"7",100,49.7,"KK",0.232,0.433,0.628,0.645,0.628,0.655,574.58,893.6,685.16,693.14,658,807,557.0715,741.96,650.143,656.8595,658,807,595.92,912.32,727.84,872.36,658,807,0,0,0,0,0,0
"8",100,49.7,"MF",0.408,0.56,0.599,0.628,0.638,0.645,752.36,1114.2,891.72,1050.84,956,1127,733.64,1092.24,854.28,1010.16,956,1127,771.08,1133.72,929.16,1091.52,956,1127,0,0,0,0,0,0
"9",100,49.7,"FP",0.01,0.014,0.498,0.527,0.566,0.587,664.9,955.8,698.8,714.4,992,1231,649.08,929.3175,658.12,664.36,992,1231,680.72,978.9,730.44,753.32,992,1231,0,0,0.022,0.022,0,0
"10",100,124.7,"KK",0.492,0.603,0.686,0.699,0.672,0.674,605.62,920.64,747.24,892.46,658,807,590.1,904,716.2,860.3,658,807,621.14,935.2,778.28,924.62,658,807,0,0,0,0,0,0
"11",100,124.7,"MF",0.54,0.63,0.645,0.66,0.63,0.654,781.48,1136.16,949.96,1114.12,956,1127,762.76,1121.52,912.52,1073.44,956,1127,928.96,1285.8,1109.92,1141.24,956,1127,0,0,0,0,0,0
"12",100,124.7,"FP",0.035,0.1,0.535,0.55,0.609,0.622,694.28,1143.6,757.56,786.68,992,1231,676.2,978.9,721.4,742.2,992,1231,712.4165,1176.6,793.833,831.299,992,1231,0,0,0,0,0,0
"13",110,2.8,"KK",0.008,0.008,0.388,0.405,0.561,0.591,504.74,673.32,526.08,527.62,696.8,847.2,493.1,656.68,371.68,372.52,696.8,847.2,518.32,689.96,553.24,555.76,696.8,847.2,0,0,0.134,0.134,0,0
"14",110,2.8,"MF",0.011,0.026,0.55,0.558,0.603,0.62,675.4,886.48,717,724.2,997.6,1172.2,658.76,864.459,683.72,688.04,997.6,1172.2,692.04,910.88,750.28,760.36,997.6,1172.2,0,0,0.002,0.002,0,0
"15",110,2.8,"FP",0.009,0.008,0.001,0,0.283,0.256,655.86,909.6,523.12,524.16,1037.2,1286.6,518.6,768,518.6,518.6,767.2,881.6,662.64,922.8,658.12,659.16,1037.2,1286.6,0.279,0.073,0.97,0.97,0.279,0.279
"16",110,12.9499,"KK",0.009,0.065,0.576,0.59,0.6,0.621,547.42,735.72,611.44,616.06,696.8,847.2,531.9,714.92,580.4,583.9,696.8,847.2,564.88,756.52,646.36,652.24,696.8,847.2,0,0,0,0,0,0
"17",110,12.9499,"MF",0.114,0.272,0.598,0.618,0.622,0.646,731.56,1102,829.32,846.24,997.6,1172.2,710.76,1077.6,787.72,801.04,997.6,1172.2,752.36,1126.4,870.92,1026.44,997.6,1172.2,0,0,0,0,0,0
"18",110,12.9499,"FP",0.007,0.003,0.115,0.085,0.508,0.52,664.9,936,554.76,563.08,1037.2,1286.6,658.12,916.2,527.64,529.72,1037.2,1286.6,676.2565,959.1,698.8,709.2,1037.2,1286.6,0.007,0,0.567,0.567,0.007,0.007
"19",110,49.7,"KK",0.238,0.441,0.641,0.665,0.668,0.681,605.62,928.96,727.84,736.66,696.8,847.2,586.22,910.24,689.04,696.46,696.8,847.2,625.02,947.68,766.64,911.86,696.8,847.2,0,0,0,0,0,0
"20",110,49.7,"MF",0.398,0.565,0.636,0.66,0.644,0.651,787.72,1158.12,941.64,1103.28,997.6,1172.2,766.868,1138.6,899.936,1057.967,997.6,1172.2,808.52,1312.64,983.24,1148.48,997.6,1172.2,0,0,0,0,0,0
"21",110,49.7,"FP",0.007,0.011,0.505,0.544,0.548,0.577,689.76,995.4,725.92,742.56,1037.2,1286.6,676.2,965.7,694.28,703.64,1037.2,1286.6,707.84,1025.1,762.08,787.04,1037.2,1286.6,0,0,0.015,0.015,0,0
"22",110,124.7,"KK",0.491,0.614,0.687,0.699,0.686,0.698,640.54,958.08,797.68,944.02,696.8,847.2,623.0315,941.44,762.663,907.7395,696.8,847.2,658,974.72,832.6,980.2,696.8,847.2,0,0,0,0,0,0
"23",110,124.7,"MF",0.522,0.636,0.617,0.65,0.628,0.664,953.92,1317.52,1139.04,1171.08,997.6,1172.2,800.2,1167.88,966.6,1130.4,997.6,1172.2,968.48,1332.16,1168.16,1337.72,997.6,1172.2,0,0,0,0,0,0
"24",110,124.7,"FP",0.03,0.1,0.569,0.583,0.614,0.627,721.4,1189.8,789.2,820.4,1037.2,1286.6,703.2635,1021.8,752.927,775.781,1037.2,1286.6,744,1222.8,834.4,1011,1037.2,1286.6,0,0,0,0,0,0
"25",120,2.8,"KK",0.002,0,0.42,0.444,0.559,0.584,526.08,696.2,545.48,547.02,735.6,887.4,514.44,681.64,394.96,395.94,735.6,887.4,537.72,712.892,572.64,575.16,735.6,887.4,0,0,0.094,0.094,0,0
"26",120,2.8,"MF",0.003,0.02,0.537,0.57,0.584,0.617,698.28,918.2,741.96,749.52,1039.2,1217.4,683.72,896.24,712.736,717.767,1039.2,1217.4,719.08,945.04,783.56,794.72,1039.2,1217.4,0,0,0.001,0.001,0,0
"27",120,2.8,"FP",0.005,0.011,0.001,0.001,0.306,0.297,678.46,1080.9,545.72,546.76,1082.4,1477.2,541.2,936,541.2,541.2,812.4,937.2,685.24,1090.8825,685.24,687.32,1082.4,1477.2,0.226,0.066,0.966,0.966,0.226,0.226
"28",120,12.9499,"KK",0.012,0.095,0.593,0.614,0.642,0.633,572.64,764.84,642.48,647.52,735.6,887.4,555.18,741.96,607.56,611.34,735.6,887.4,593.98,785.64,685.16,691.74,735.6,887.4,0,0,0,0,0,0
"29",120,12.9499,"MF",0.091,0.267,0.582,0.597,0.606,0.642,760.68,1138.6,866.76,1020.12,1039.2,1217.4,739.828,1116.64,825.056,839.807,1039.2,1217.4,783.56,1163,912.52,1069.84,1039.2,1217.4,0,0,0,0,0,0
"30",120,12.9499,"FP",0.004,0.001,0.126,0.094,0.527,0.555,689.76,1110.6,581.88,591.24,1082.4,1477.2,680.72,1090.8,550.24,552.32,1082.4,1477.2,701.06,1130.4,725.92,737.36,1082.4,1477.2,0.003,0,0.544,0.544,0.003,0.003
"31",120,49.7,"KK",0.235,0.458,0.636,0.651,0.687,0.693,636.66,964.32,770.52,915.18,735.6,887.4,615.32,943.52,727.84,735.96,735.6,887.4,656.06,985.12,809.32,955.38,735.6,887.4,0,0,0,0,0,0
"32",120,49.7,"MF",0.394,0.577,0.617,0.625,0.659,0.673,823.08,1337.04,991.56,1155.72,1039.2,1217.4,802.28,1180.08,949.96,1110.52,1039.2,1217.4,980.96,1359,1172.32,1205.44,1039.2,1217.4,0,0,0,0,0,0
"33",120,49.7,"FP",0.008,0.014,0.528,0.544,0.565,0.604,716.88,1173.3,757.56,776.28,1082.4,1477.2,701.06,1143.6,721.4,731.8,1082.4,1477.2,735.0165,1338,793.833,820.899,1082.4,1477.2,0,0,0.01,0.01,0,0
"34",120,124.7,"KK",0.522,0.636,0.699,0.705,0.697,0.714,673.52,997.6,844.24,991.56,735.6,887.4,656.06,978.88,809.32,955.38,735.6,887.4,692.9685,1014.24,883.137,1031.8605,735.6,887.4,0,0,0,0,0,0
"35",120,124.7,"MF",0.576,0.673,0.675,0.697,0.679,0.714,989.28,1363.88,1188.96,1358.52,1039.2,1217.4,970.56,1346.8,1151.52,1182.84,1039.2,1217.4,1005.972,1378.52,1222.344,1394.793,1039.2,1217.4,0,0,0,0,0,0
"36",120,124.7,"FP",0.018,0.079,0.566,0.571,0.578,0.6,750.78,1374.3,825.36,859.68,1082.4,1477.2,730.44,1338,784.68,809.64,1082.4,1477.2,775.64,1407.3,875.08,1055.84,1082.4,1477.2,0,0,0,0,0,0
"37",130,2.8,"KK",0.001,0.008,0.424,0.453,0.545,0.565,682.42,721.16,703.76,705.44,909.4,1062.6,670.7315,706.6,553.24,554.36,909.4,1062.6,696,737.8,734.8,737.6,909.4,1062.6,0,0,0.093,0.093,0,0
"38",130,2.8,"MF",0.003,0.012,0.565,0.554,0.593,0.631,723.24,949.92,771.08,779.36,1080.8,1262.6,706.6,925.52,737.8,743.2,1080.8,1262.6,744.04,976.76,812.68,824.56,1080.8,1262.6,0,0,0.001,0.001,0,0
"39",130,2.8,"FP",0.005,0.005,0.003,0,0.311,0.308,836.06,1113.9,703.32,704.36,1262.6,1667.8,698.8,969,698.8,698.8,992.6,1127.8,842.8965,1127.1,842.84,844.92,1262.6,1667.8,0.199,0.043,0.962,0.962,0.199,0.199
"40",130,12.9499,"KK",0.008,0.071,0.584,0.603,0.614,0.633,732.86,793.96,808.52,813.98,909.4,1062.6,713.46,771.08,769.72,773.78,909.4,1062.6,754.2,949.76,851.2,858.2,909.4,1062.6,0,0,0,0,0,0
"41",130,12.9499,"MF",0.096,0.262,0.585,0.605,0.628,0.659,791.88,1177.64,908.36,1063.52,1080.8,1262.6,766.92,1150.8,858.44,874.28,1080.8,1262.6,816.84,1206.92,958.28,1117.76,1080.8,1262.6,0,0,0,0,0,0
"42",130,12.9499,"FP",0.003,0.001,0.131,0.109,0.547,0.581,847.36,1143.6,748.52,759.96,1262.6,1667.8,838.32,1127.1,707.84,709.92,1262.6,1667.8,860.92,1166.7,883.52,894.96,1262.6,1667.8,0,0,0.521,0.521,0,0
"43",130,49.7,"KK",0.226,0.465,0.66,0.674,0.705,0.717,800.76,1134.68,944.32,1089.68,909.4,1062.6,779.42,1107.588,901.64,910.46,909.4,1062.6,822.1485,1155.532,987.097,1134.0005,909.4,1062.6,0,0,0,0,0,0
"44",130,49.7,"MF",0.362,0.541,0.64,0.669,0.624,0.644,858.44,1380.96,1041.48,1208.16,1080.8,1262.6,835.56,1224,995.72,1158.44,1080.8,1262.6,1014.24,1402.92,1218.08,1388.36,1080.8,1262.6,0,0,0,0,0,0
"45",130,49.7,"FP",0.005,0.01,0.518,0.542,0.574,0.626,879,1212.9,924.2,945,1262.6,1667.8,860.92,1183.1175,888.04,900.52,1262.6,1667.8,894.82,1380.9,955.84,983.92,1262.6,1667.8,0,0,0.004,0.004,0,0
"46",130,124.7,"KK",0.485,0.61,0.682,0.69,0.695,0.701,841.5,1170.04,1025.8,1174.1,1044.4,1197.6,822.1,1151.32,987,1133.9,909.4,1062.6,860.9,1186.68,1064.6,1214.3,1044.4,1197.6,0,0,0,0,0,0
"47",130,124.7,"MF",0.534,0.644,0.623,0.636,0.653,0.675,1026.72,1410.24,1243.04,1415.48,1080.8,1262.6,1005.92,1390.72,1201.44,1370.28,1080.8,1262.6,1045.44,1545.24,1280.48,1456.16,1080.8,1262.6,0,0,0,0,0,0
"48",130,124.7,"FP",0.017,0.066,0.556,0.575,0.608,0.635,915.16,1420.5,996.52,1033.96,1262.6,1667.8,894.82,1384.2,955.84,983.92,1262.6,1667.8,940.02,1456.8825,1046.24,1230.12,1262.6,1667.8,0,0,0,0,0,0
"49",140,2.8,"KK",0.001,0,0.444,0.462,0.559,0.574,703.76,881.12,727.04,728.86,1083.2,1237.8,690.18,864.48,580.4,581.8,1083.2,1237.8,717.34,899.84,758.08,761.02,1083.2,1237.8,0,0,0.084,0.084,0,0
"50",140,2.8,"MF",0.008,0.015,0.554,0.562,0.579,0.585,748.2,981.64,800.2,809.2,1122.4,1307.8,733.588,957.24,770.976,777.447,1122.4,1307.8,766.92,1143.48,837.64,849.88,1122.4,1307.8,0,0,0,0,0,0
"51",140,2.8,"FP",0.004,0.01,0.003,0.001,0.331,0.341,860.92,1146.9,730.44,732.52,1442.8,1723.4,721.4,1002,721.4,721.4,1037.8,1183.4,865.44,1160.1,865.44,867.52,1442.8,1723.4,0.169,0.028,0.957,0.957,0.169,0.169
"52",140,12.9499,"KK",0.01,0.073,0.581,0.598,0.662,0.676,760.02,960.16,843.44,849.46,1083.2,1237.8,738.68,937.28,800.76,805.24,1083.2,1237.8,777.48,1118.04,878.36,885.64,1083.2,1237.8,0,0,0,0,0,0
"53",140,12.9499,"MF",0.099,0.279,0.595,0.625,0.625,0.634,821,1216.68,945.8,1102.4,1122.4,1307.8,798.068,1192.219,899.936,917.567,1122.4,1307.8,845.96,1243.52,995.72,1156.64,1122.4,1307.8,0,0,0,0,0,0
"54",140,12.9499,"FP",0.003,0,0.117,0.114,0.565,0.58,872.22,1179.9,782.42,796.46,1442.8,1723.4,863.18,1160.1,734.96,738.08,1442.8,1723.4,885.78,1206.3,915.16,928.68,1442.8,1723.4,0,0,0.504,0.504,0,0
"55",140,49.7,"KK",0.214,0.431,0.654,0.671,0.695,0.703,831.8,1170.04,987,1133.2,1083.2,1237.8,810.46,1147.16,944.32,1088.98,1083.2,1237.8,853.14,1190.84,1029.68,1177.42,1083.2,1237.8,0,0,0,0,0,0
"56",140,49.7,"MF",0.37,0.549,0.644,0.655,0.635,0.657,1028.8,1441.96,1226.4,1260.6,1122.4,1307.8,868.84,1405.36,1041.48,1206.36,1122.4,1307.8,1049.6,1579.4,1268,1440.8,1122.4,1307.8,0,0,0,0,0,0
"57",140,49.7,"FP",0.004,0.011,0.532,0.563,0.605,0.614,903.86,1255.8,951.32,973.16,1442.8,1723.4,885.78,1222.8,915.16,928.68,1442.8,1723.4,924.2,1420.5825,992,1023.2,1442.8,1723.4,0,0,0.003,0.003,0,0
"58",140,124.7,"KK",0.459,0.603,0.691,0.702,0.698,0.701,876.42,1207.48,1076.24,1225.66,1083.2,1237.8,855.08,1188.76,1033.56,1181.44,1083.2,1237.8,893.9285,1224.12,1111.257,1261.9405,1083.2,1237.8,0,0,0,0,0,0
"59",140,124.7,"MF",0.553,0.652,0.654,0.668,0.664,0.69,1066.24,1591.6,1301.28,1476.96,1122.4,1442.8,1047.52,1572.08,1263.84,1436.28,1122.4,1307.8,1082.932,1608.68,1334.664,1513.233,1122.4,1442.8,0,0,0,0,0,0
"60",140,124.7,"FP",0.019,0.07,0.584,0.592,0.593,0.604,944.54,1466.7,1032.68,1208.24,1442.8,1723.4,921.8835,1427.1,987.367,1017.501,1442.8,1723.4,969.4,1506.3,1082.4,1269.4,1442.8,1723.4,0,0,0,0,0,0
"61",150,2.8,"KK",0.001,0.002,0.449,0.465,0.529,0.576,725.1,906.08,754.2,756.3,1122,1278,711.52,887.36,603.583,605.1195,1122,1278,738.68,924.8,781.36,784.44,1122,1278,0,0,0.074,0.074,0,0
"62",150,2.8,"MF",0.007,0.016,0.52,0.559,0.596,0.636,773.16,1148.36,829.32,839.04,1164,1488,752.36,1121.459,787.72,793.84,1164,1488,793.96,1312.64,870.92,884.24,1164,1488,0,0,0,0,0,0
"63",150,2.8,"FP",0.009,0.002,0.001,0,0.377,0.377,883.52,1314.9,753.04,755.12,1488,1779,744,1170,744,744,1083,1239,890.3,1328.1,888.04,890.12,1488,1779,0.159,0.029,0.963,0.963,0.159,0.159
"64",150,12.9499,"KK",0.007,0.052,0.578,0.586,0.632,0.632,783.3,989.28,870.6,876.9,1122,1278,763.9,966.4,831.8,836.7,1122,1278,806.58,1149.24,917.16,925.14,1122,1278,0,0,0,0,0,0
"65",150,12.9499,"MF",0.082,0.251,0.645,0.67,0.625,0.631,852.2,1393.16,987.4,1145.8,1164,1488,827.188,1363.88,937.376,1091.447,1164,1488,875.08,1555,1033.16,1195.52,1164,1488,0,0,0,0,0,0
"66",150,12.9499,"FP",0.002,0.002,0.144,0.118,0.539,0.564,897.08,1351.2,897.08,901.24,1488,1779,885.78,1328.1,757.56,760.68,1488,1779,908.38,1374.3,937.76,951.28,1488,1779,0,0,0.466,0.466,0,0
"67",150,49.7,"KK",0.205,0.442,0.678,0.687,0.688,0.705,862.84,1205.4,1029.68,1176.72,1122,1278,837.62,1180.44,979.24,1124.46,1122,1278,884.18,1228.28,1072.36,1220.94,1122,1278,0,0,0,0,0,0
"68",150,49.7,"MF",0.386,0.562,0.632,0.636,0.642,0.657,1062.08,1603.8,1272.16,1443.52,1164,1488,1039.2,1576.96,1226.4,1258.8,1164,1488,1087.04,1628.2,1322.08,1497.76,1164,1488,0,0,0,0,0,0
"69",150,49.7,"FP",0.002,0.006,0.53,0.551,0.605,0.621,930.98,1565.4,982.96,1006.88,1488,1779,910.64,1397.4,942.28,956.84,1488,1779,951.32,1601.7,1023.64,1056.92,1488,1779,0,0,0.003,0.003,0,0
"70",150,124.7,"KK",0.487,0.617,0.705,0.706,0.691,0.704,909.4,1244.92,1122.8,1273.2,1122,1278,888.06,1226.2,1080.12,1228.98,1122,1278,930.74,1398.64,1165.48,1317.42,1122,1278,0,0,0,0,0,0
"71",150,124.7,"MF",0.565,0.657,0.639,0.679,0.663,0.694,1103.68,1637.96,1355.36,1533.92,1164,1488,1082.88,1618.44,1313.76,1488.72,1164,1488,1120.372,1790.04,1388.744,1570.193,1164,1488,0,0,0,0,0,0
"72",150,124.7,"FP",0.013,0.063,0.542,0.562,0.6,0.635,973.92,1647.9,1068.84,1247.52,1488,1779,949.06,1608.2175,1019.12,1051.36,1488,1779,998.78,1825.8,1118.56,1308.68,1488,1779,0,0,0,0,0,0
"73",160,2.8,"KK",0.001,0.001,0.452,0.485,0.563,0.616,744.5,928.96,773.6,775.7,1160.8,1318.2,732.86,910.24,630.84,632.66,1160.8,1318.2,761.96,949.76,808.52,811.88,1160.8,1318.2,0,0,0.055,0.055,0,0
"74",160,2.8,"MF",0.003,0.005,0.537,0.55,0.581,0.591,798.12,1180.08,858.44,868.88,1205.6,1533.2,779.4,1153.24,821,828.2,1205.6,1533.2,816.84,1344.36,895.88,909.56,1205.6,1533.2,0,0,0,0,0,0
"75",160,2.8,"FP",0.008,0.005,0.001,0,0.38,0.413,906.12,1351.2,775.64,777.72,1533.2,1969.6,766.6,1341.3,766.6,766.6,1128.2,1294.6,912.9,1364.4,910.64,912.72,1533.2,1969.6,0.144,0.02,0.955,0.955,0.144,0.144
"76",160,12.9499,"KK",0.007,0.058,0.592,0.62,0.647,0.684,808.52,1153.4,901.64,908.36,1160.8,1318.2,787.18,995.52,858.96,864.14,1160.8,1318.2,833.74,1180.44,952.08,960.62,1160.8,1318.2,0,0,0,0,0,0
"77",160,12.9499,"MF",0.065,0.231,0.605,0.639,0.648,0.669,881.32,1429.76,1024.84,1184.68,1205.6,1533.2,856.36,1402.92,974.92,1130.44,1205.6,1533.2,904.2,1594.04,1070.6,1234.4,1205.6,1533.2,0,0,0,0,0,0
"78",160,12.9499,"FP",0.004,0.002,0.17,0.146,0.539,0.574,919.68,1387.5,928.72,934.96,1533.2,1969.6,908.38,1364.4,780.16,783.28,1533.2,1969.6,933.24,1413.9,964.88,979.44,1533.2,1969.6,0.001,0,0.43,0.43,0.001,0.001
"79",160,49.7,"KK",0.222,0.438,0.682,0.664,0.691,0.695,893.88,1240.76,1072.36,1220.24,1160.8,1318.2,868.66,1215.8,1021.92,1167.98,1160.8,1318.2,917.16,1263.64,1118.92,1268.48,1160.8,1318.2,0,0,0,0,0,0
"80",160,49.7,"MF",0.366,0.563,0.614,0.648,0.639,0.669,1097.44,1647.72,1322.08,1495.96,1205.6,1533.2,1072.48,1623.32,1272.16,1441.72,1205.6,1533.2,1122.4,1672.181,1372,1550.2,1205.6,1533.2,0,0,0,0,0,0
"81",160,49.7,"FP",0.002,0.004,0.53,0.547,0.611,0.619,955.84,1605,1010.08,1035.04,1533.2,1969.6,937.76,1437,973.92,990.56,1533.2,1969.6,978.44,1644.6,1055.28,1090.64,1533.2,1969.6,0,0,0.001,0.001,0,0
"82",160,124.7,"KK",0.493,0.632,0.698,0.718,0.71,0.726,944.32,1419.44,1173.24,1324.76,1160.8,1318.2,921.04,1261.56,1126.68,1276.52,1160.8,1318.2,1098.7685,1438.16,1347.137,1499.96,1160.8,1318.2,0,0,0,0,0,0
"83",160,124.7,"MF",0.532,0.658,0.656,0.671,0.652,0.687,1141.12,1819.32,1409.44,1590.88,1205.6,1533.2,1120.32,1664.8,1367.84,1545.68,1205.6,1533.2,1161.92,1836.4,1451.04,1771.08,1205.6,1533.2,0,0,0,0,0,0
"84",160,124.7,"FP",0.015,0.056,0.553,0.574,0.629,0.633,1003.3,1697.4,1105,1286.8,1533.2,1969.6,978.44,1654.5,1055.28,1090.64,1533.2,1969.6,1025.9565,1872,1150.313,1342.539,1533.2,1969.6,0,0,0,0,0,0
"85",170,2.8,"KK",0,0,0.47,0.526,0.581,0.598,767.78,953.92,796.88,799.12,1199.6,1358.4,754.2,935.2,650.24,652.06,1199.6,1358.4,783.3,976.8,831.8,835.3,1199.6,1358.4,0,0,0.048,0.048,0,0
"86",170,2.8,"MF",0.005,0.01,0.544,0.561,0.596,0.636,823.08,1346.8,887.56,898.72,1247.2,1578.4,802.28,1182.52,845.96,853.52,1247.2,1578.4,841.8,1376.08,925,939.4,1247.2,1578.4,0,0,0,0,0,0
"87",170,2.8,"FP",0.003,0.005,0.007,0,0.35,0.365,928.72,1384.2,798.24,800.32,1578.4,2025.2,789.2,1374.3,789.2,789.2,1173.4,1350.2,935.5,1397.4,937.76,940.88,1578.4,2025.2,0.132,0.02,0.946,0.946,0.132,0.132
"88",170,12.9499,"KK",0.005,0.049,0.611,0.633,0.653,0.683,833.74,1184.6,932.68,939.82,1199.6,1358.4,812.4,1020.48,890,895.6,1199.6,1358.4,858.96,1209.56,983.12,992.08,1199.6,1358.4,0,0,0,0,0,0
"89",170,12.9499,"MF",0.062,0.227,0.585,0.624,0.645,0.669,910.44,1603.8,1062.28,1223.56,1247.2,1578.4,881.32,1437.08,1004.04,1160.28,1247.2,1578.4,935.4,1633.08,1112.2,1277.8,1247.2,1578.4,0,0,0,0,0,0
"90",170,12.9499,"FP",0.003,0.001,0.21,0.164,0.553,0.579,942.28,1423.8,951.32,957.56,1578.4,2025.2,930.98,1400.7,807.28,811.44,1578.4,2025.2,958.1,1450.2,987.48,1002.04,1578.4,2025.2,0,0,0.431,0.431,0,0
"91",170,49.7,"KK",0.21,0.444,0.691,0.714,0.718,0.742,922.98,1276.12,1111.16,1259.74,1199.6,1358.4,899.6515,1249.08,1064.503,1211.3995,1199.6,1358.4,946.3085,1303.16,1157.817,1308.0805,1199.6,1358.4,0,0,0,0,0,0
"92",170,49.7,"MF",0.366,0.565,0.623,0.642,0.658,0.67,1132.8,1694.08,1372,1548.4,1247.2,1578.4,1105.76,1667.179,1317.92,1489.64,1247.2,1578.4,1157.76,1851.04,1421.92,1602.64,1247.2,1578.4,0,0,0,0,0,0
"93",170,49.7,"FP",0.002,0.006,0.532,0.556,0.577,0.603,982.96,1647.9,1041.72,1068.76,1578.4,2025.2,962.62,1479.9,1001.04,1018.72,1578.4,2025.2,1005.56,1687.5,1086.92,1124.36,1578.4,2025.2,0,0,0.002,0.002,0,0
"94",170,124.7,"KK",0.492,0.637,0.732,0.744,0.725,0.725,977.3,1456.88,1219.8,1372.3,1199.6,1358.4,955.9115,1436.08,1177.023,1327.9795,1199.6,1358.4,1133.64,1475.6,1397.48,1551.52,1199.6,1358.4,0,0,0,0,0,0
"95",170,124.7,"MF",0.53,0.643,0.654,0.685,0.649,0.668,1311.48,1865.68,1594.36,1782.84,1382.2,1713.4,1288.6,1843.72,1548.6,1728.6,1382.2,1713.4,1334.36,1882.76,1640.12,1963.04,1517.2,1713.4,0,0,0,0,0,0
"96",170,124.7,"FP",0.007,0.048,0.585,0.607,0.618,0.65,1032.68,1743.6,1141.16,1326.08,1578.4,2025.2,1005.56,1700.7,1086.92,1124.36,1578.4,2025.2,1057.54,1918.2825,1190.88,1387.24,1578.4,2025.2,0,0,0,0,0,0
"97",180,2.8,"KK",0.001,0,0.479,0.53,0.555,0.593,789.12,978.88,824.04,826.56,1238.4,1398.6,773.6,960.16,685.16,687.54,1238.4,1398.6,804.64,999.68,855.08,858.72,1238.4,1398.6,0,0,0.037,0.037,0,0
"98",180,2.8,"MF",0,0.006,0.57,0.594,0.59,0.6,848.04,1378.52,916.68,928.56,1288.8,1623.6,827.24,1211.8,875.08,883.36,1288.8,1623.6,868.84,1405.36,958.28,973.76,1288.8,1623.6,0,0,0,0,0,0
"99",180,2.8,"FP",0.003,0.003,0.004,0.001,0.385,0.414,951.32,1417.2,820.84,822.92,1623.6,2080.8,811.8,1407.3,811.8,811.8,1218.6,1405.8,958.1,1433.7,960.36,963.48,1623.6,2080.8,0.115,0.011,0.963,0.963,0.115,0.115
"100",180,12.9499,"KK",0.002,0.035,0.607,0.61,0.643,0.664,858.96,1213.72,963.72,971.28,1238.4,1398.6,837.62,1053.76,921.04,927.06,1238.4,1398.6,886.12,1242.84,1018.04,1162.56,1238.4,1398.6,0,0,0,0,0,0
"101",180,12.9499,"MF",0.057,0.258,0.605,0.619,0.644,0.651,1074.56,1642.84,1234.72,1397.44,1423.8,1758.6,1047.52,1476.12,1180.64,1338.68,1423.8,1758.6,1103.68,1672.12,1292.96,1460.72,1423.8,1758.6,0,0,0,0,0,0
"102",180,12.9499,"FP",0.003,0,0.201,0.183,0.55,0.596,967.14,1460.1,978.44,985.72,1623.6,2080.8,955.84,1437,829.88,834.04,1623.6,2080.8,980.7,1486.5,1010.193,1024.779,1623.6,2080.8,0,0,0.399,0.399,0,0
"103",180,49.7,"KK",0.179,0.428,0.67,0.697,0.701,0.721,954.02,1311.48,1153.84,1303.26,1238.4,1398.6,928.8,1288.548,1103.4,1251,1238.4,1398.6,979.24,1471.44,1204.28,1355.52,1238.4,1398.6,0,0,0,0,0,0
"104",180,49.7,"MF",0.388,0.598,0.654,0.681,0.69,0.702,1301.08,1870.56,1552.76,1731.32,1558.8,1758.6,1276.068,1708.72,1502.736,1676.967,1423.8,1758.6,1328.12,1897.4,1606.84,1790.08,1558.8,1758.6,0,0,0,0,0,0
"105",180,49.7,"FP",0.003,0.006,0.538,0.571,0.585,0.626,1007.82,1690.8,1068.84,1096.92,1623.6,2080.8,987.48,1516.2,1028.16,1046.88,1623.6,2080.8,1030.42,1727.1,1114.04,1152.52,1623.6,2080.8,0,0,0.002,0.002,0,0
"106",180,124.7,"KK",0.512,0.64,0.724,0.721,0.724,0.73,1147.22,1494.32,1405.24,1558.86,1238.4,1398.6,988.94,1473.52,1223.68,1375.62,1238.4,1398.6,1168.56,1515.12,1447.92,1603.08,1238.4,1398.6,0,0,0,0,0,0
