"","n","mu_pop","method","powerSS11","powerSS12","powerSSR11","powerSSR12","powerNS11","powerNS12","costSS11","costSS12","costSSR11","costSSR12","costNS11","costNS12","costSS11_Q025","costSS12_Q025","costSSR11_Q025","costSSR12_Q025","costNS11_Q025","costNS12_Q025","costSS11_Q975","costSS12_Q975","costSSR11_Q975","costSSR12_Q975","costNS11_Q975","costNS12_Q975","missSS11","missSS12","missSSR11","missSSR12","missNS11","missNS12"
"233",290,12.9499,"MF",0.027,0.163,0.63,0.655,0.7,0.727,1673.2,2474.84,1933.2,2113.2,2286.4,2660.8,1637.84,2433.36,1862.48,2036.36,2286.4,2660.8,1708.56,2518.821,2003.92,2190.04,2286.4,2660.8,0,0,0,0,0,0
"234",290,12.9499,"FP",0.001,0,0.321,0.314,0.529,0.583,1499.3,2261.1,1528.68,1543.24,2660.8,3367.4,1483.48,2231.4,1375.6,1386,2660.8,3367.4,1515.12,2432.4,1564.84,1587.72,2660.8,3367.4,0,0,0.219,0.219,0,0
"235",290,49.7,"KK",0.138,0.375,0.737,0.729,0.745,0.769,1559.64,2240.44,1881.68,2039.92,1935.2,2245.8,1526.66,2072.16,1815.72,1971.58,1935.2,2245.8,1590.7285,2269.612,1943.857,2104.3405,1935.2,2245.8,0,0,0,0,0,0
"236",290,49.7,"MF",0.329,0.559,0.686,0.728,0.661,0.68,1953.8,2893.68,2359.4,2699.6,2286.4,2795.8,1920.52,2861.96,2292.84,2492.28,2286.4,2660.8,1987.08,3060.461,2425.96,2771.92,2286.4,2795.8,0,0,0,0,0,0
"237",290,49.7,"FP",0,0.001,0.547,0.578,0.638,0.657,1564.84,2551.2,1664.28,1845.04,2660.8,3367.4,1537.6635,2501.7,1609.927,1643.181,2660.8,3367.4,1591.96,2735.7825,1718.52,1911.76,2660.8,3367.4,0,0,0,0,0,0
"238",290,124.7,"KK",0.526,0.699,0.772,0.779,0.805,0.812,1650.82,2319.48,2064.04,2363.86,1935.2,2245.8,1621.72,2292.388,2005.84,2303.56,1935.2,2245.8,1679.92,2342.412,2122.24,2424.16,1935.2,2245.8,0,0,0,0,0,0
"239",290,124.7,"MF",0.543,0.698,0.686,0.71,0.705,0.728,2032.84,3094.56,2517.48,3006.36,2286.4,2795.8,2005.8,3067.72,2463.4,2812.6,2286.4,2795.8,2059.88,3118.96,2571.56,3065.12,2286.4,2795.8,0,0,0,0,0,0
"240",290,124.7,"FP",0.002,0.021,0.594,0.629,0.648,0.683,1783.46,2982.9,1966.52,2185.76,2660.8,3367.4,1751.82,2795.1,1903.24,1972.92,2660.8,3367.4,1817.36,3035.7,2034.32,2269.16,2660.8,3367.4,0,0,0,0,0,0
"241",300,2.8,"KK",0,0,0.547,0.562,0.575,0.622,1178.26,1540.08,1234.52,1238.58,1974,2286,1160.8,1515.12,1195.72,1198.38,1974,2286,1199.6,1567.12,1277.2,1282.8,1974,2286,0,0,0.002,0.002,0,0
"242",300,2.8,"MF",0,0.003,0.57,0.596,0.626,0.661,1411.32,2164.16,1523.64,1678.08,2328,2841,1388.44,2127.56,1477.88,1493.36,2328,2841,1438.36,2333.381,1577.72,1736.84,2328,2841,0,0,0,0,0,0
"243",300,2.8,"FP",0.002,0.001,0.013,0,0.473,0.497,1497.04,2363.1,1371.08,1375.24,2706,3423,1353,2346.6,1353,1353,2031,2343,1506.08,2382.9,1510.713,1515.939,2706,3423,0.029,0,0.909,0.909,0.029,0.029
"244",300,12.9499,"KK",0,0.016,0.633,0.624,0.681,0.688,1298.54,1843.56,1475.08,1622.82,1974,2286,1271.38,1808.2,1420.76,1566.54,1974,2286,1331.52,2016,1541.04,1691.16,1974,2286,0,0,0,0,0,0
"245",300,12.9499,"MF",0.036,0.169,0.655,0.677,0.69,0.699,1702.32,2646.44,1970.64,2152.08,2328,2841,1666.96,2604.96,1899.92,2075.24,2328,2841,1735.6,2685.48,2037.2,2224.4,2328,2841,0,0,0,0,0,0
"246",300,12.9499,"FP",0,0,0.297,0.299,0.552,0.567,1521.9,2432.4,1551.28,1565.84,2706,3423,1506.08,2402.7,1393.68,1403.04,2706,3423,1539.98,2603.7,1591.96,1615.88,2706,3423,0,0,0.203,0.203,0,0
"247",300,49.7,"KK",0.136,0.42,0.739,0.752,0.768,0.775,1588.74,2275.8,1920.48,2079.42,1974,2286,1555.76,2107.468,1854.52,2011.08,1974,2286,1621.7685,2307,1986.537,2147.8605,1974,2286,0,0,0,0,0,0
"248",300,49.7,"MF",0.355,0.579,0.685,0.695,0.701,0.725,1989.16,3075.04,2409.32,2752.04,2328,2841,1955.88,2903.44,2342.76,2544.72,2328,2841,2020.36,3101.88,2471.72,2819.84,2328,2841,0,0,0,0,0,0
"249",300,49.7,"FP",0,0.001,0.548,0.588,0.63,0.672,1591.96,2860.8,1695.92,1878.76,2706,3423,1564.84,2679.5175,1641.68,1677.04,2706,3423,1619.08,2913.6,1750.16,1945.48,2706,3423,0,0,0,0,0,0
"250",300,124.7,"KK",0.502,0.687,0.78,0.79,0.803,0.81,1685.74,2356.92,2114.48,2415.42,1974,2286,1656.64,2329.88,2056.28,2355.12,1974,2286,1712.9485,2521.04,2168.897,2471.8005,1974,2286,0,0,0,0,0,0
"251",300,124.7,"MF",0.55,0.687,0.701,0.73,0.708,0.737,2070.28,3140.92,2571.56,3063.32,2328,2841,2041.16,3111.64,2513.32,2869.56,2328,2841,2097.372,3300.32,2625.744,3122.08,2328,2841,0,0,0,0,0,0
"252",300,124.7,"FP",0.001,0.016,0.604,0.619,0.667,0.69,1812.84,3160.8,2002.68,2225.04,2706,3423,1778.94,2976.3,1934.88,2006.64,2706,3423,1846.74,3220.2,2070.48,2308.44,2706,3423,0,0,0,0,0,0
"253",310,2.8,"KK",0,0,0.551,0.557,0.623,0.631,1199.6,1565.04,1257.8,1262,2012.8,2326.2,1182.14,1540.08,1222.88,1225.82,2012.8,2326.2,1220.94,1592.132,1300.48,1306.22,2012.8,2326.2,0,0,0.003,0.003,0,0
"254",310,2.8,"MF",0,0,0.551,0.581,0.619,0.646,1436.28,2193.44,1552.76,1707.92,2369.6,2886.2,1409.24,2156.84,1498.68,1514.16,2369.6,2886.2,1465.4,2369.92,1611,1771.2,2369.6,2886.2,0,0,0,0,0,0
"255",310,2.8,"FP",0.005,0.001,0.008,0.003,0.507,0.534,1519.64,2396.1,1393.68,1397.84,2751.2,3613.6,1512.86,2382.9,1380.12,1381.16,2751.2,3613.6,1528.68,2415.9,1537.72,1543.96,2751.2,3613.6,0.021,0.001,0.906,0.906,0.021,0.021
"256",310,12.9499,"KK",0.001,0.012,0.623,0.651,0.696,0.696,1323.76,2007.68,1506.12,1654.28,2012.8,2326.2,1294.66,1839.296,1447.92,1593.98,2012.8,2326.2,1354.8,2045.12,1568.2,1718.6,2012.8,2326.2,0,0,0,0,0,0
"257",310,12.9499,"MF",0.023,0.171,0.651,0.655,0.678,0.714,1731.44,2685.48,2008.08,2190.96,2369.6,2886.2,1696.08,2644,1937.36,2114.12,2369.6,2886.2,1768.88,2861.96,2082.96,2407.32,2369.6,2886.2,0,0,0,0,0,0
"258",310,12.9499,"FP",0,0,0.294,0.293,0.589,0.592,1546.76,2468.7,1578.4,1594,2751.2,3613.6,1530.94,2435.7,1420.8,1431.2,2751.2,3613.6,1564.84,2640,1619.08,1644.04,2751.2,3613.6,0,0,0.221,0.221,0,0
"259",310,49.7,"KK",0.123,0.412,0.728,0.739,0.753,0.764,1619.78,2311.16,1963.16,2122.94,2012.8,2326.2,1586.8,2277.828,1897.2,2054.6,2012.8,2326.2,1652.76,2342.36,2029.12,2191.28,2012.8,2326.2,0,0,0,0,0,0
"260",310,49.7,"MF",0.332,0.585,0.708,0.745,0.699,0.707,2024.52,3118.96,2459.24,2804.48,2369.6,2886.2,1991.24,2947.36,2392.68,2732.16,2369.6,2886.2,2055.772,3150.68,2521.744,2872.393,2369.6,2886.2,0,0,0,0,0,0
"261",310,49.7,"FP",0,0.001,0.562,0.604,0.611,0.646,1616.82,2903.7,1723.04,1906.92,2751.2,3613.6,1591.96,2722.5,1673.32,1710.76,2751.2,3613.6,1648.46,2956.5,1786.32,1984.76,2751.2,3613.6,0,0,0,0,0,0
"262",310,124.7,"KK",0.498,0.687,0.78,0.777,0.8,0.798,1718.72,2529.36,2161.04,2462.96,2012.8,2326.2,1689.62,2367.32,2102.84,2402.66,2012.8,2326.2,1747.8685,2676.84,2219.337,2523.3605,2012.8,2326.2,0,0,0,0,0,0
"263",310,124.7,"MF",0.568,0.697,0.71,0.742,0.712,0.724,2107.72,3336.92,2625.64,3120.28,2369.6,2886.2,2078.6,3162.88,2567.4,3057,2369.6,2886.2,2269.812,3481.68,2814.824,3179.153,2369.6,2886.2,0,0,0,0,0,0
"264",310,124.7,"FP",0,0.011,0.597,0.617,0.669,0.709,1842.22,3210.3,2038.84,2264.32,2751.2,3613.6,1808.32,3157.5,1971.04,2045.92,2751.2,3613.6,1873.86,3263.1825,2102.12,2342.16,2751.2,3613.6,0,0,0,0,0,0
"265",320,2.8,"KK",0,0,0.525,0.561,0.586,0.637,1220.94,1590,1281.08,1285.42,2051.6,2366.4,1203.48,1565.04,1246.16,1249.24,2051.6,2366.4,1242.28,1752.092,1323.76,1329.64,2051.6,2366.4,0,0,0.001,0.001,0,0
"266",320,2.8,"MF",0,0.001,0.571,0.581,0.642,0.692,1461.24,2225.16,1581.88,1737.76,2411.2,2931.4,1432.12,2190.939,1523.64,1539.48,2411.2,2931.4,1490.36,2401.64,1640.12,1801.04,2411.2,2931.4,0,0,0,0,0,0
"267",320,2.8,"FP",0.002,0,0.015,0.002,0.511,0.538,1677.24,2429.1,1551.28,1555.44,2931.4,3804.2,1533.2,2415.9,1533.2,1533.2,2256.4,2589.2,1686.28,2448.9,1695.32,1701.56,2931.4,3804.2,0.031,0.001,0.904,0.904,0.031,0.031
"268",320,12.9499,"KK",0.002,0.012,0.647,0.674,0.711,0.749,1347.04,2036.8,1533.28,1681.72,2051.6,2366.4,1317.94,1864.36,1475.08,1621.42,2051.6,2366.4,1380.02,2074.24,1599.24,1750.06,2051.6,2366.4,0,0,0,0,0,0
"269",320,12.9499,"MF",0.025,0.172,0.657,0.687,0.702,0.726,1762.64,2724.52,2049.68,2234.36,2411.2,2931.4,1727.28,2683.04,1978.96,2157.52,2411.2,2931.4,1800.08,2903.44,2124.56,2450.72,2411.2,2931.4,0,0,0,0,0,0
"270",320,12.9499,"FP",0,0,0.341,0.345,0.582,0.609,1704.36,2505,1736,1751.6,2931.4,3804.2,1688.54,2475.3,1578.4,1588.8,2931.4,3804.2,1724.7,2676.3,1776.68,1801.64,2931.4,3804.2,0,0,0.208,0.208,0,0
"271",320,49.7,"KK",0.115,0.399,0.739,0.753,0.78,0.788,1652.76,2348.6,2009.72,2170.48,2051.6,2366.4,1619.78,2313.24,1943.76,2102.14,2051.6,2366.4,1687.68,2383.96,2079.56,2377.84,2051.6,2366.4,0,0,0,0,0,0
"272",320,49.7,"MF",0.347,0.605,0.702,0.725,0.695,0.729,2059.88,3162.88,2509.16,2856.92,2411.2,2931.4,2024.52,3128.659,2438.44,2780.08,2411.2,2931.4,2093.212,3194.6,2575.824,2929.353,2411.2,2931.4,0,0,0,0,0,0
"273",320,49.7,"FP",0,0,0.571,0.591,0.626,0.662,1776.68,2943.3,1885.16,2070.08,2931.4,3804.2,1751.82,2758.8,1835.44,1873.92,2931.4,3804.2,1806.06,2999.4,1943.92,2142.36,2931.4,3804.2,0,0,0,0,0,0
"274",320,124.7,"KK",0.518,0.688,0.816,0.823,0.812,0.812,1753.64,2701.8,2211.48,2514.52,2051.6,2366.4,1722.6,2537.68,2149.4,2450.2,2051.6,2366.4,1780.8,2730.92,2265.8,2570.8,2051.6,2366.4,0,0,0,0,0,0
"275",320,124.7,"MF",0.548,0.712,0.706,0.718,0.701,0.732,2280.16,3503.64,2814.72,3177.24,2411.2,2931.4,2116.04,3344.24,2621.48,3113.96,2411.2,2931.4,2307.2,3528.04,2868.8,3236,2411.2,3066.4,0,0,0,0,0,0
"276",320,124.7,"FP",0,0.018,0.63,0.648,0.663,0.697,2006.6,3259.8,2210,2438.6,2931.4,3804.2,1970.44,3200.4,2137.68,2214.64,2931.4,3804.2,2042.76,3447.6825,2282.32,2527.56,2931.4,3804.2,0,0,0,0,0,0
"277",330,2.8,"KK",0,0,0.52,0.549,0.596,0.607,1242.28,1612.88,1304.36,1308.84,2090.4,2406.6,1222.88,1585.84,1265.56,1268.64,2090.4,2406.6,1265.56,1779.08,1350.92,1357.08,2090.4,2406.6,0,0,0.004,0.004,0,0
"278",330,2.8,"MF",0,0.001,0.593,0.625,0.643,0.664,1486.2,2256.88,1611,1767.6,2452.8,2976.6,1455,2220.28,1548.6,1564.8,2452.8,2976.6,1513.292,2430.92,1665.184,1826.473,2452.8,2976.6,0,0,0,0,0,0
"279",330,2.8,"FP",0.003,0,0.009,0.003,0.489,0.531,1699.84,2465.4,1573.88,1578.04,3111.6,3859.8,1693.06,2448.9,1560.32,1561.36,3111.6,3859.8,1708.88,2481.9825,1717.92,1724.16,3111.6,3859.8,0.017,0.002,0.905,0.905,0.017,0.017
"280",330,12.9499,"KK",0,0.015,0.657,0.679,0.7,0.743,1374.2,2200.92,1568.2,1717.2,2090.4,2406.6,1343.1115,2028.48,1506.023,1652.7795,2090.4,2406.6,1405.24,2238.36,1630.28,1781.52,2090.4,2406.6,0,0,0,0,0,0
"281",330,12.9499,"MF",0.018,0.182,0.665,0.697,0.724,0.74,1793.84,2766,2091.28,2277.76,2452.8,2976.6,1754.32,2717.2,2012.24,2191.88,2452.8,2976.6,1829.2,2942.541,2162,2489.6,2452.8,2976.6,0,0,0,0,0,0
"282",330,12.9499,"FP",0,0,0.346,0.334,0.575,0.605,1729.22,2541.3,1763.12,1779.76,3111.6,3859.8,1711.14,2508.3,1605.52,1616.96,3111.6,3859.8,1747.3,2712.6,1803.8,1829.8,3111.6,3859.8,0,0,0.19,0.19,0,0
"283",330,49.7,"KK",0.126,0.432,0.735,0.748,0.767,0.788,1681.86,2516.88,2048.52,2209.98,2090.4,2406.6,1648.88,2483.6,1982.56,2141.64,2090.4,2406.6,1714.84,2548.08,2114.48,2413.32,2090.4,2406.6,0,0,0,0,0,0
"284",330,49.7,"MF",0.34,0.573,0.704,0.714,0.718,0.735,2095.24,3339.36,2559.08,2909.36,2452.8,2976.6,2059.88,3302.76,2488.36,2832.52,2452.8,2976.6,2126.492,3375.96,2621.584,3112.16,2452.8,2976.6,0,0,0,0,0,0
"285",330,49.7,"FP",0,0,0.568,0.595,0.63,0.633,1806.06,2986.2,1921.32,2109.36,3111.6,3859.8,1778.94,2805,1867.08,2042.64,3111.6,3859.8,1833.2365,3035.7,1975.673,2176.219,3111.6,3859.8,0,0,0,0,0,0
"286",330,124.7,"KK",0.478,0.664,0.769,0.777,0.789,0.788,1786.62,2741.32,2258.04,2562.06,2090.4,2541.6,1757.52,2714.28,2199.84,2501.76,2090.4,2541.6,1950.72,2768.412,2451.24,2757.36,2090.4,2541.6,0,0,0,0,0,0
"287",330,124.7,"MF",0.573,0.712,0.711,0.732,0.738,0.75,2452.6,3547.56,3003.8,3369.2,2587.8,3246.6,2157.64,3523.16,2683.88,3179.96,2452.8,3111.6,2481.72,3576.84,3062.04,3567.48,2587.8,3246.6,0,0,0,0,0,0
"288",330,124.7,"FP",0.001,0.018,0.599,0.619,0.659,0.687,2035.98,3302.7,2246.16,2477.88,3111.6,3859.8,2002.08,3246.6,2178.36,2394.48,3111.6,3859.8,2072.14,3500.4,2318.48,2566.84,3111.6,3859.8,0,0,0,0,0,0
"289",340,2.8,"KK",0,0,0.537,0.555,0.596,0.609,1263.62,1772.84,1327.64,1332.26,2129.2,2581.8,1244.22,1745.8,1284.96,1288.04,2129.2,2581.8,1286.9,1937.012,1374.2,1380.5,2129.2,2581.8,0,0,0.003,0.003,0,0
"290",340,2.8,"MF",0,0.001,0.584,0.626,0.639,0.663,1511.16,2426.04,1640.12,1797.44,2494.4,3021.8,1484.12,2252,1586.04,1603.68,2494.4,3021.8,1540.28,2465.08,1698.36,1860.72,2494.4,3021.8,0,0,0,0,0,0
"291",340,2.8,"FP",0,0.002,0.009,0.001,0.519,0.547,1722.44,2633.4,1596.48,1600.64,3156.8,3915.4,1715.66,2616.9,1582.92,1583.96,3156.8,3915.4,1731.48,2653.2,1740.52,1746.76,3156.8,3915.4,0.016,0.001,0.908,0.908,0.016,0.016
"292",340,12.9499,"KK",0.001,0.013,0.637,0.657,0.687,0.721,1399.42,2232.12,1599.24,1748.66,2129.2,2581.8,1368.38,2059.68,1537.16,1684.34,2129.2,2581.8,1432.4,2267.48,1665.2,1817,2129.2,2581.8,0,0,0,0,0,0
"293",340,12.9499,"MF",0.025,0.161,0.634,0.661,0.709,0.725,1820.88,2969.32,2124.56,2312.12,2494.4,3021.8,1785.52,2763.56,2053.84,2235.28,2494.4,3021.8,1858.32,3116.52,2199.44,2528.48,2494.4,3021.8,0,0,0,0,0,0
"294",340,12.9499,"FP",0,0,0.359,0.373,0.566,0.583,1751.82,2712.6,1790.24,1807.92,3156.8,3915.4,1736,2679.6,1632.64,1645.12,3156.8,3915.4,1772.16,2883.9,1830.92,1857.96,3156.8,3915.4,0,0,0.151,0.151,0,0
"295",340,49.7,"KK",0.122,0.404,0.732,0.74,0.766,0.781,1712.9,2552.24,2091.2,2253.5,2129.2,2581.8,1677.98,2518.96,2021.36,2181.14,2129.2,2581.8,1745.88,2585.52,2157.16,2456.84,2129.2,2581.8,0,0,0,0,0,0
"296",340,49.7,"MF",0.347,0.585,0.706,0.727,0.711,0.72,2130.6,3385.72,2609,2961.8,2494.4,3156.8,2091.08,3349.12,2529.96,2875.92,2494.4,3156.8,2161.8,3419.88,2671.4,3164.6,2494.4,3156.8,0,0,0,0,0,0
"297",340,49.7,"FP",0,0,0.56,0.584,0.651,0.69,1829.79,3164.1,1946.18,2134.74,3156.8,3915.4,1803.8,2976.3,1894.2,2070.8,3156.8,3915.4,1860.3,3213.6,2007.2,2209.8,3156.8,3915.4,0,0,0,0,0,0
"298",340,124.7,"KK",0.5,0.681,0.795,0.794,0.803,0.811,1821.54,2778.76,2308.48,2613.62,2129.2,2581.8,1790.4515,2751.72,2246.303,2549.1995,2129.2,2581.8,1985.64,2803.772,2501.68,2808.92,2129.2,2581.8,0,0,0,0,0,0
"299",340,124.7,"MF",0.576,0.731,0.719,0.743,0.74,0.759,2490.04,3593.92,3057.88,3556.64,2629.4,3291.8,2460.868,3564.64,2999.536,3362.88,2629.4,3291.8,2517.08,3620.76,3111.96,3619.92,2629.4,3291.8,0,0,0,0,0,0
"300",340,124.7,"FP",0,0.011,0.605,0.618,0.683,0.704,2063.1,3487.2,2277.8,2511.6,3156.8,3915.4,2026.94,3427.7175,2205.48,2422.64,3156.8,3915.4,2101.5765,3681.6,2354.753,2606.259,3156.8,4050.4,0,0,0,0,0,0
"301",350,2.8,"KK",0,0,0.537,0.571,0.605,0.619,1284.96,1797.8,1350.92,1355.68,2168,2622,1263.62,1768.68,1308.24,1311.46,2168,2622,1308.24,1961.92,1397.48,1403.92,2168,2622,0,0,0.001,0.001,0,0
"302",350,2.8,"MF",0,0.001,0.569,0.571,0.659,0.71,1534.04,2590.32,1665.08,1822.76,2536,3202,1504.92,2413.84,1606.84,1624.48,2536,3202,1565.24,2634.24,1727.48,1890.56,2536,3202,0,0,0,0,0,0
"303",350,2.8,"FP",0.003,0,0.006,0.002,0.546,0.553,1745.04,2666.4,1619.08,1623.24,3202,4106,1738.26,2649.9,1605.52,1606.56,3202,4106,1754.08,2686.2,1763.12,1769.36,3202,4106,0.012,0,0.886,0.886,0.012,0.012
"304",350,12.9499,"KK",0,0.004,0.658,0.686,0.714,0.732,1424.64,2263.32,1630.28,1780.12,2168,2622,1393.6,2225.88,1568.2,1715.8,2168,2622,1459.56,2298.68,1700.12,1852.48,2168,2622,0,0,0,0,0,0
"305",350,12.9499,"MF",0.018,0.146,0.652,0.667,0.712,0.719,1850,3111.64,2162,2486,2536,3202,1814.64,2930.219,2091.28,2274.16,2536,3202,1887.492,3155.56,2236.984,2567.473,2536,3202,0,0,0,0,0,0
"306",350,12.9499,"FP",0,0,0.384,0.401,0.593,0.6,1776.68,2748.9,1812.84,1830.52,3202,4106,1758.6,2712.6,1659.647,1673.141,3202,4106,1797.02,2920.2,1853.633,1880.699,3202,4106,0,0,0.145,0.145,0,0
"307",350,49.7,"KK",0.118,0.416,0.772,0.779,0.801,0.808,1743.94,2589.68,2133.88,2432.02,2168,2622,1707.08,2552.188,2060.16,2220.64,2168,2622,1778.86,2622.96,2203.72,2504.38,2168,2622,0,0,0,0,0,0
"308",350,49.7,"MF",0.329,0.599,0.682,0.722,0.711,0.74,2296.8,3429.64,2785.6,3140.2,2671,3337,2261.44,3388.16,2714.88,3063.36,2671,3337,2332.16,3596.36,2856.32,3352.04,2671,3337,0,0,0,0,0,0
"309",350,49.7,"FP",0,0,0.563,0.594,0.655,0.67,1858.04,3207,1980.08,2171.24,3202,4106,1828.66,3019.2,1921.32,2098.96,3202,4106,2024.68,3259.8,2178.36,2249.08,3202,4106,0,0,0,0,0,0
"310",350,124.7,"KK",0.502,0.702,0.794,0.801,0.816,0.823,1989.52,2816.2,2490.04,2796.16,2168,2622,1823.48,2787.08,2292.96,2596.84,2168,2622,2020.56,2843.24,2552.12,2860.48,2168,2622,0,0,0,0,0,0
"311",350,124.7,"MF",0.584,0.723,0.722,0.731,0.728,0.751,2525.4,3642.72,3107.8,3613.6,2806,3337,2496.28,3611,3049.56,3415.32,2806,3337,2556.6,3807,3170.2,3681.4,2806,3337,0,0,0,0,0,0
"312",350,124.7,"FP",0,0.012,0.627,0.648,0.672,0.689,2092.48,3533.4,2313.96,2550.88,3202,4106,2058.58,3477.3,2246.16,2467.48,3202,4106,2128.6965,3727.8,2386.393,2774.979,3202,4106,0,0,0,0,0,0
"313",360,2.8,"KK",0,0,0.541,0.555,0.625,0.63,1306.3,1822.76,1374.2,1379.1,2206.8,2662.2,1286.9,1795.72,1335.4,1338.9,2206.8,2662.2,1327.64,1986.88,1416.88,1423.32,2206.8,2662.2,0,0,0.001,0.001,0,0
"314",360,2.8,"MF",0,0,0.584,0.601,0.641,0.665,1559,2622.04,1694.2,1852.6,2577.6,3247.2,1529.88,2445.56,1635.96,1789.32,2577.6,3247.2,1592.28,2665.96,1760.76,1924.92,2577.6,3247.2,0,0,0,0,0,0
"315",360,2.8,"FP",0.003,0,0.007,0.003,0.506,0.541,1767.64,2699.4,1641.68,1645.84,3247.2,4161.6,1760.86,2682.9,1628.12,1629.16,3247.2,4161.6,1778.94,2719.2,1785.72,1791.96,3247.2,4161.6,0.008,0,0.889,0.889,0.008,0.008
"316",360,12.9499,"KK",0,0.008,0.653,0.668,0.717,0.736,1449.86,2292.44,1661.32,1811.58,2206.8,2662.2,1416.88,2254.948,1595.36,1743.24,2206.8,2662.2,1482.8885,2331.96,1727.377,1880.0205,2206.8,2662.2,0,0,0,0,0,0
"317",360,12.9499,"MF",0.017,0.155,0.682,0.703,0.714,0.741,2016.2,3150.68,2338.6,2664.4,2712.6,3382.2,1978.76,2969.32,2263.72,2448.04,2712.6,3382.2,2053.692,3192.16,2413.584,2745.873,2712.6,3382.2,0,0,0,0,0,0
"318",360,12.9499,"FP",0,0,0.369,0.382,0.587,0.612,1799.28,2785.2,1835.44,1853.12,3247.2,4161.6,1783.46,2752.1175,1682.36,1695.88,3247.2,4161.6,1819.62,2959.8,1876.233,1903.299,3247.2,4161.6,0,0,0.15,0.15,0,0
"319",360,49.7,"KK",0.126,0.387,0.748,0.75,0.796,0.808,1773.04,2622.96,2172.68,2471.52,2206.8,2662.2,1738.12,2587.6,2102.84,2264.16,2206.8,2662.2,1809.9,2795.4,2246.4,2547.9,2206.8,2662.2,0,0,0,0,0,0
"320",360,49.7,"MF",0.324,0.605,0.714,0.729,0.734,0.741,2334.24,3608.56,2839.68,3332.16,2847.6,3382.2,2296.8,3436.96,2764.8,3115.8,2712.6,3382.2,2369.6,3642.72,2910.4,3409,2847.6,3382.2,0,0,0,0,0,0
"321",360,49.7,"FP",0,0,0.535,0.573,0.641,0.666,1882.9,3246.6,2007.2,2199.4,3247.2,4161.6,1853.52,3190.3425,1948.44,2127.12,3247.2,4161.6,2047.28,3299.4825,2200.96,2271.68,3247.2,4161.6,0,0,0,0,0,0
"322",360,124.7,"KK",0.5,0.668,0.802,0.801,0.799,0.805,2022.5,2853.64,2536.6,2843.7,2206.8,2662.2,1856.46,2824.52,2339.52,2644.38,2206.8,2662.2,2053.54,2882.812,2598.68,2908.02,2206.8,2662.2,0,0,0,0,0,0
"323",360,124.7,"MF",0.582,0.747,0.732,0.752,0.743,0.77,2564.92,3956.64,3166.04,3675.08,2847.6,3382.2,2533.72,3792.36,3103.64,3607.28,2847.6,3382.2,2596.12,3983.48,3228.44,3742.88,2847.6,3382.2,0,0,0,0,0,0
"324",360,124.7,"FP",0,0.008,0.616,0.617,0.671,0.706,2121.86,3717.9,2350.12,2590.16,3247.2,4161.6,2081.18,3520.2,2268.76,2490.08,3247.2,4161.6,2158.02,3774.0825,2422.44,2814.12,3247.2,4161.6,0,0,0,0,0,0
"325",370,2.8,"KK",0,0,0.549,0.555,0.609,0.626,1327.64,1845.64,1397.48,1402.52,2245.6,2702.4,1308.24,1816.52,1358.68,1362.32,2245.6,2702.4,1350.92,2009.812,1444.04,1450.76,2245.6,2702.4,0,0,0.001,0.001,0,0
"326",370,2.8,"MF",0,0,0.557,0.578,0.641,0.657,1718.96,2653.76,1858.32,2017.44,2754.2,3427.4,1687.76,2474.84,1795.92,1949.64,2754.2,3427.4,1750.16,2697.68,1920.72,2085.24,2754.2,3427.4,0,0,0,0,0,0
"327",370,2.8,"FP",0.001,0,0.016,0.003,0.491,0.527,1790.24,2870.7,1664.28,1668.44,3292.4,4217.2,1783.46,2854.2,1650.72,1651.76,3292.4,4217.2,1801.54,2890.5,1812.84,1820.12,3292.4,4217.2,0.017,0.001,0.884,0.884,0.017,0.017
"328",370,12.9499,"KK",0,0.008,0.66,0.681,0.717,0.742,1475.08,2321.56,1692.36,1843.04,2245.6,2702.4,1442.1,2284.12,1626.4,1774.7,2245.6,2702.4,1510,2363.16,1762.2,1915.4,2245.6,2702.4,0,0,0,0,0,0
"329",370,12.9499,"MF",0.011,0.14,0.651,0.668,0.712,0.746,2045.32,3187.28,2376.04,2703.28,2889.2,3427.4,2007.88,3145.8,2301.16,2486.92,2889.2,3427.4,2086.92,3228.821,2459.24,2793.68,2889.2,3427.4,0,0,0,0,0,0
"330",370,12.9499,"FP",0,0,0.383,0.392,0.558,0.598,1824.14,2956.5,1862.56,1881.28,3292.4,4217.2,1806.0035,2920.2,1704.96,1718.48,3292.4,4217.2,1844.48,3127.8,1907.76,1936.88,3292.4,4217.2,0,0,0.155,0.155,0,0
"331",370,49.7,"KK",0.105,0.402,0.758,0.768,0.778,0.79,1804.08,2658.32,2215.36,2515.04,2245.6,2702.4,1767.22,2624.988,2141.64,2303.66,2245.6,2702.4,1837.06,2828.68,2281.32,2583.38,2245.6,2702.4,0,0,0,0,0,0
"332",370,49.7,"MF",0.349,0.597,0.707,0.724,0.716,0.752,2367.52,3652.48,2885.44,3380.08,2889.2,3427.4,2330.08,3480.88,2810.56,3163.72,2889.2,3427.4,2404.96,3693.96,2960.32,3457.033,2889.2,3427.4,0,0,0,0,0,0
"333",370,49.7,"FP",0,0.001,0.584,0.602,0.647,0.679,1910.02,3421.2,2038.84,2233.12,3292.4,4217.2,1876.12,3368.4,1971.04,2149.72,3292.4,4217.2,2074.4,3477.3,2232.6,2305.4,3292.4,4217.2,0,0,0,0,0,0
